age,code,wage,benifit
78,12,35190,1185.0
58,92,24846,179.0
66,12,48032,1550.0
56,35,51813,1302.0
91,24,49874,1481.0
38,61,18738,313.0
88,11,44226,1473.0
28,22,41276,1147.0
71,92,29755,217.0
58,41,26829,633.0
25,54,31675,569.0
90,22,31545,991.0
41,53,25393,491.0
68,54,22079,481.0
90,34,29337,834.0
79,23,37167,1122.0
23,21,48532,1332.0
41,53,33802,631.0
55,24,45292,1299.0
22,23,36539,1011.0
84,24,45940,1365.0
76,35,38056,1014.0
96,21,39277,1207.0
41,62,27586,436.0
64,41,26525,637.0
53,21,53286,1509.0
44,21,50548,1421.0
21,53,26871,482.0
44,82,38245,328.0
78,91,27952,223.0
62,81,29931,302.0
87,52,29054,629.0
36,24,51925,1444.0
81,24,53360,1557.0
36,54,24571,469.0
64,53,28187,576.0
94,11,63127,2050.0
87,82,35727,383.0
95,54,22275,529.0
24,92,23392,117.0
34,92,23808,136.0
69,81,24029,275.0
18,54,21199,383.0
33,72,26966,324.0
20,41,30133,635.0
66,92,30407,211.0
33,21,48261,1341.0
44,12,41286,1311.0
77,23,30758,948.0
83,61,26944,497.0
84,41,34675,833.0
85,53,39455,799.0
37,22,40670,1146.0
18,23,41288,1131.0
30,21,34048,957.0
86,35,42387,1132.0
48,35,45311,1137.0
62,71,19771,301.0
84,61,30126,541.0
94,22,38043,1171.0
97,91,28243,255.0
21,52,44027,768.0
25,34,37659,920.0
27,21,38890,1082.0
71,24,57517,1652.0
71,22,48321,1406.0
61,11,64043,2022.0
94,22,32336,1018.0
31,62,25688,394.0
95,61,20671,433.0
58,21,64487,1816.0
53,32,26065,696.0
79,54,25805,561.0
45,41,24393,562.0
20,12,31393,975.0
81,24,43547,1296.0
88,24,58875,1716.0
68,41,24424,601.0
80,12,44296,1462.0
20,24,29962,832.0
51,24,38644,1115.0
52,51,27234,540.0
69,34,25348,706.0
62,32,25392,695.0
55,52,46536,867.0
78,35,51325,1327.0
81,31,25586,732.0
56,21,41429,1198.0
82,34,29681,829.0
19,12,49959,1530.0
44,71,29910,372.0
67,72,24978,361.0
59,41,34540,789.0
20,81,25032,200.0
31,22,46555,1293.0
22,34,43204,1044.0
73,54,25469,546.0
80,12,32766,1116.0
97,61,28279,538.0
48,22,45121,1283.0
94,34,24698,732.0
54,52,38369,729.0
49,24,52478,1481.0
84,91,28095,233.0
50,92,29839,182.0
72,35,38975,1029.0
89,21,52183,1539.0
76,82,40866,399.0
57,21,60092,1697.0
42,11,72370,2241.0
88,34,38138,1036.0
23,24,42824,1180.0
85,41,34788,837.0
75,53,31285,646.0
87,31,35484,972.0
25,21,31953,893.0
82,24,58533,1697.0
20,31,25422,626.0
39,51,32074,599.0
27,91,22077,118.0
29,21,56339,1550.0
91,11,46338,1541.0
92,24,59956,1752.0
68,35,36253,959.0
49,81,28687,272.0
84,52,26438,580.0
61,41,33684,775.0
61,54,25549,527.0
79,23,43038,1279.0
46,81,34304,305.0
20,24,29957,832.0
79,71,21763,349.0
53,24,58575,1650.0
94,21,36501,1130.0
78,54,27679,591.0
82,34,37400,1009.0
31,92,27445,143.0
70,11,45115,1470.0
24,21,60773,1660.0
45,12,37603,1203.0
47,21,46385,1315.0
49,71,25045,332.0
82,24,53907,1574.0
95,32,23187,699.0
50,35,39400,1002.0
91,12,28550,1008.0
25,32,28358,703.0
31,35,28552,717.0
58,24,52392,1493.0
23,91,32639,147.0
92,52,31376,676.0
91,24,51956,1537.0
63,12,28404,957.0
56,31,26525,712.0
92,61,19482,413.0
84,71,27411,414.0
36,12,48360,1510.0
61,22,31060,929.0
53,62,24994,421.0
87,61,20908,423.0
74,12,45219,1479.0
25,21,36007,1001.0
75,22,52231,1517.0
35,41,30376,665.0
47,91,27938,171.0
69,52,43422,838.0
60,91,25001,183.0
21,52,36027,635.0
81,51,30892,649.0
87,24,55695,1630.0
77,62,21260,411.0
48,12,49791,1573.0
97,81,23219,316.0
65,34,24834,687.0
26,21,36027,1004.0
45,35,41946,1053.0
57,23,40205,1167.0
32,34,33170,827.0
98,91,30718,265.0
44,11,61068,1905.0
42,31,28278,729.0
27,21,46086,1273.0
36,92,19995,126.0
38,54,29192,549.0
89,21,63423,1839.0
51,61,19537,345.0
53,22,36350,1057.0
69,21,31855,964.0
98,24,35240,1103.0
62,32,31569,839.0
81,41,23791,610.0
85,53,35319,730.0
82,71,21245,349.0
33,23,35006,988.0
90,21,61703,1795.0
70,81,23820,275.0
41,11,50165,1573.0
85,82,39023,401.0
73,35,42138,1104.0
86,54,23332,532.0
33,12,33985,1074.0
94,32,33148,930.0
81,81,33284,356.0
55,52,41083,776.0
32,52,37972,686.0
91,21,60252,1758.0
93,62,30322,559.0
42,81,33092,290.0
98,35,39044,1074.0
77,12,49863,1624.0
88,92,24127,227.0
87,24,39865,1208.0
32,54,22884,434.0
68,82,27332,295.0
70,82,41661,394.0
66,11,50419,1622.0
83,62,26881,496.0
32,22,33502,946.0
67,24,52714,1517.0
67,12,42313,1381.0
59,11,60568,1915.0
54,22,48355,1379.0
81,22,48155,1419.0
50,32,27330,721.0
84,53,29889,638.0
60,81,31909,312.0
26,54,27813,506.0
76,52,33058,677.0
96,32,28290,820.0
82,11,45179,1492.0
28,35,47929,1165.0
63,53,39875,769.0
32,12,42721,1334.0
86,22,36871,1126.0
53,41,23996,568.0
65,24,43269,1262.0
72,12,48338,1570.0
20,11,35891,1110.0
95,31,40709,1108.0
26,41,26916,581.0
68,34,28331,774.0
65,53,33218,661.0
30,35,27333,687.0
81,92,19375,199.0
68,33,28110,769.0
23,61,28958,424.0
59,35,32649,860.0
74,12,41394,1365.0
38,33,47848,1179.0
29,21,36239,1014.0
75,22,37992,1138.0
57,11,68548,2151.0
94,54,32273,694.0
85,42,22061,582.0
68,21,35033,1047.0
55,12,32832,1076.0
53,22,49078,1397.0
45,34,26224,686.0
85,53,40819,821.0
65,53,37747,737.0
36,35,41761,1034.0
34,21,47584,1325.0
75,34,35238,947.0
85,24,42474,1274.0
33,35,33650,840.0
31,23,52814,1460.0
96,35,47119,1259.0
48,41,32576,731.0
44,12,46108,1456.0
41,31,28395,730.0
49,61,18704,331.0
22,53,31345,559.0
93,24,33958,1060.0
83,24,53025,1552.0
78,34,36674,985.0
35,52,39714,720.0
25,21,52471,1440.0
52,32,30861,806.0
53,22,41983,1207.0
81,23,42451,1267.0
65,41,31183,731.0
24,32,21801,548.0
88,61,27235,509.0
20,35,47114,1132.0
77,24,32217,987.0
24,52,31879,571.0
32,32,21985,566.0
39,35,44543,1104.0
19,35,52897,1265.0
35,23,33437,949.0
55,35,51334,1289.0
40,81,30103,267.0
82,23,35862,1092.0
35,32,29495,746.0
69,24,37694,1120.0
69,52,35168,701.0
22,24,41641,1147.0
41,12,47690,1499.0
52,35,45642,1151.0
72,51,32091,654.0
28,92,29723,145.0
26,71,20597,249.0
76,82,24978,293.0
45,12,27846,910.0
75,24,42658,1262.0
81,41,24388,622.0
23,32,23095,577.0
36,62,30911,472.0
35,42,30905,676.0
45,61,21722,364.0
89,54,21480,506.0
51,62,21628,373.0
22,81,30667,241.0
65,81,36661,352.0
63,34,33315,882.0
98,35,28103,819.0
67,31,38098,1000.0
93,22,32407,1019.0
37,81,33180,282.0
22,22,42874,1179.0
25,92,25672,127.0
92,62,27841,524.0
44,24,37851,1082.0
69,53,29426,605.0
34,81,32947,276.0
86,11,35409,1205.0
84,81,29726,338.0
81,32,21799,643.0
94,61,28515,536.0
79,61,22678,434.0
58,41,23928,575.0
58,21,36884,1080.0
72,81,29860,319.0
91,12,48261,1599.0
86,62,26724,499.0
20,35,46628,1121.0
78,82,38672,387.0
83,61,27699,507.0
34,22,41558,1164.0
84,23,43616,1303.0
98,23,38811,1198.0
41,34,40150,1005.0
26,22,37523,1043.0
98,71,19065,353.0
77,34,43376,1140.0
80,91,24717,215.0
36,71,22419,284.0
83,33,30972,861.0
98,52,31024,680.0
62,72,31236,415.0
73,53,27727,583.0
44,24,36336,1042.0
91,22,47118,1408.0
68,21,44450,1298.0
43,24,57719,1610.0
44,71,19652,269.0
67,71,27878,390.0
95,35,48647,1293.0
95,53,31941,690.0
64,61,23337,417.0
83,32,28365,800.0
81,12,32786,1118.0
59,61,20933,377.0
72,32,24565,693.0
65,81,26632,285.0
69,62,28032,488.0
28,62,32337,477.0
33,71,25819,313.0
62,35,36975,966.0
19,22,31307,866.0
49,12,35158,1136.0
65,33,33507,890.0
97,92,20072,228.0
99,21,53935,1603.0
87,12,46583,1542.0
65,81,36030,348.0
45,92,22736,150.0
32,81,32593,270.0
26,34,28939,718.0
53,24,56838,1604.0
94,32,23777,711.0
53,35,36633,943.0
74,54,25628,550.0
35,81,29460,254.0
90,23,43741,1316.0
35,24,54357,1507.0
43,21,42442,1203.0
53,62,25014,421.0
46,32,22743,607.0
50,23,48454,1375.0
20,81,26961,213.0
57,53,37233,715.0
42,22,53355,1492.0
77,63,31250,545.0
62,24,37106,1092.0
52,35,42853,1086.0
24,34,27351,678.0
52,33,34855,899.0
59,71,19879,297.0
62,71,27949,382.0
82,12,36173,1221.0
23,35,32156,788.0
93,92,30800,257.0
92,21,45865,1376.0
36,21,49221,1372.0
23,12,42477,1312.0
57,52,35433,685.0
62,42,23924,581.0
46,24,34260,990.0
98,32,24634,738.0
39,11,42078,1327.0
53,63,25775,432.0
27,24,33536,939.0
28,31,38970,955.0
32,42,32348,700.0
95,91,23854,237.0
82,34,30884,857.0
24,12,29381,921.0
58,31,25860,700.0
91,32,26001,758.0
80,21,34789,1061.0
99,12,41639,1414.0
27,21,32318,906.0
60,81,31046,306.0
73,22,43499,1281.0
41,11,40494,1283.0
91,91,32303,259.0
25,82,31525,251.0
26,61,18690,292.0
43,34,43684,1090.0
37,81,24347,223.0
68,61,20589,387.0
19,34,28673,700.0
36,51,24602,470.0
96,11,72366,2330.0
33,53,27820,518.0
90,81,26700,328.0
73,12,42496,1396.0
20,24,53550,1461.0
47,11,61079,1910.0
57,54,29443,585.0
86,11,59030,1914.0
22,11,50522,1552.0
92,22,50478,1499.0
51,53,28635,562.0
92,12,37137,1267.0
35,21,37758,1065.0
35,51,25957,490.0
28,81,32338,262.0
36,92,29128,157.0
71,35,44873,1165.0
41,21,42570,1203.0
22,22,35618,986.0
42,33,30094,772.0
50,41,24562,574.0
32,53,30463,561.0
66,12,48172,1555.0
19,52,40902,713.0
48,41,30189,683.0
36,23,45979,1286.0
76,91,26846,216.0
20,61,20283,303.0
63,92,26454,193.0
66,54,30254,614.0
30,21,35627,1000.0
47,81,24914,244.0
68,34,32227,865.0
59,52,26166,534.0
42,34,32259,822.0
30,21,62375,1713.0
55,34,41374,1057.0
62,92,23172,180.0
82,52,41260,824.0
49,34,37502,956.0
69,61,20432,387.0
26,53,28613,520.0
73,12,32242,1088.0
99,12,43528,1470.0
75,42,21637,557.0
95,22,36610,1134.0
83,11,73601,2346.0
49,34,40214,1019.0
44,21,38078,1088.0
51,12,31421,1027.0
64,34,43741,1127.0
50,12,49675,1573.0
81,62,29635,530.0
95,23,39975,1224.0
91,21,49599,1474.0
68,12,30998,1043.0
56,35,31132,819.0
26,12,27927,881.0
98,23,33386,1053.0
83,54,25284,559.0
56,11,60359,1904.0
32,24,32302,914.0
25,31,37636,919.0
75,21,44485,1311.0
46,91,30969,179.0
84,52,39582,799.0
43,22,32733,944.0
34,52,29963,556.0
84,11,66779,2143.0
74,24,41388,1227.0
58,52,46172,866.0
26,32,28043,697.0
47,22,45560,1293.0
54,22,45517,1303.0
45,21,55025,1542.0
72,51,23712,515.0
82,35,26353,751.0
86,34,43513,1158.0
38,24,57547,1597.0
40,92,26498,154.0
90,31,33405,929.0
87,52,43281,866.0
82,12,27461,960.0
80,35,27236,768.0
68,52,36503,721.0
90,92,30744,252.0
61,54,30773,614.0
99,11,58190,1910.0
94,72,29932,455.0
43,41,30850,688.0
27,11,60479,1859.0
38,11,67450,2086.0
80,54,29684,628.0
81,21,57102,1657.0
62,24,59409,1687.0
86,54,30476,651.0
97,22,48743,1461.0
23,61,21726,328.0
31,41,32794,707.0
20,91,30933,136.0
68,21,33109,996.0
72,72,29605,416.0
57,72,22009,315.0
74,62,20917,402.0
48,22,51986,1466.0
75,24,37628,1128.0
54,54,28589,566.0
55,23,46719,1337.0
65,54,26057,542.0
73,32,27359,760.0
43,54,25727,500.0
26,91,24922,126.0
39,81,34714,296.0
26,34,38325,937.0
86,31,34674,952.0
27,35,30186,749.0
73,22,42004,1241.0
94,41,32071,798.0
91,33,43992,1178.0
55,23,46522,1332.0
96,54,22072,527.0
42,52,30459,577.0
98,62,32731,599.0
53,34,42509,1080.0
21,51,30447,542.0
69,41,30404,723.0
73,35,28791,793.0
66,81,30428,312.0
63,12,42594,1382.0
38,35,47204,1164.0
50,52,27514,541.0
39,11,82626,2543.0
34,23,52689,1461.0
93,35,34612,962.0
49,33,27772,729.0
27,92,22672,120.0
85,24,52265,1535.0
83,24,39051,1179.0
27,52,44555,787.0
90,71,24320,393.0
99,35,44554,1204.0
44,11,79865,2469.0
88,61,23867,464.0
24,62,32370,471.0
97,12,39477,1345.0
75,35,49976,1291.0
59,24,37690,1103.0
39,21,64083,1773.0
24,23,53125,1456.0
60,31,41350,1064.0
92,54,30604,663.0
99,41,25330,671.0
89,22,37868,1158.0
30,82,28464,239.0
97,81,24821,327.0
35,32,26521,677.0
32,24,40335,1128.0
33,61,25494,394.0
49,54,29366,571.0
25,22,42584,1177.0
87,41,27014,685.0
44,11,72473,2247.0
41,22,42199,1193.0
48,23,51114,1443.0
94,24,35003,1090.0
48,71,21785,297.0
18,21,34864,959.0
45,34,25701,674.0
74,41,30065,724.0
81,34,45044,1186.0
44,24,40636,1156.0
91,22,42987,1297.0
72,34,43551,1136.0
27,23,42408,1175.0
54,21,45288,1297.0
61,92,20044,168.0
89,23,48089,1430.0
59,22,38420,1122.0
54,71,28141,371.0
75,22,43859,1294.0
28,61,20343,317.0
82,21,46582,1378.0
78,21,61700,1775.0
88,72,30604,452.0
32,31,32003,800.0
42,52,26054,504.0
68,71,28573,399.0
62,11,57092,1816.0
35,53,40684,736.0
60,71,22930,329.0
18,12,35443,1093.0
34,21,61864,1706.0
37,22,41763,1175.0
90,61,28225,526.0
42,21,36803,1051.0
87,35,39533,1067.0
88,41,36275,872.0
97,24,60496,1774.0
68,53,34347,685.0
99,41,25110,667.0
61,32,29505,790.0
85,62,26107,489.0
53,52,44008,821.0
63,82,31271,313.0
95,33,18554,591.0
25,24,49599,1364.0
20,11,44592,1371.0
37,21,58458,1620.0
71,81,32176,332.0
33,81,25500,225.0
66,22,48095,1392.0
20,72,23173,265.0
29,81,24749,213.0
94,11,48687,1617.0
92,62,27154,515.0
43,35,42064,1053.0
44,54,27509,531.0
69,34,33604,899.0
63,35,39685,1030.0
31,31,28226,710.0
42,12,40686,1290.0
49,52,27673,542.0
39,54,25047,482.0
85,61,24309,465.0
80,81,28733,324.0
74,41,25298,629.0
59,32,32163,848.0
23,21,62699,1710.0
21,31,26303,648.0
92,21,58612,1716.0
57,11,61701,1946.0
18,92,21155,100.0
82,52,43737,865.0
21,92,23468,113.0
67,91,30538,213.0
46,81,27776,261.0
41,52,28627,545.0
65,32,24593,682.0
98,35,41274,1126.0
90,24,44392,1333.0
84,61,23263,450.0
76,21,46361,1362.0
87,35,33686,931.0
75,41,35495,834.0
31,11,49941,1549.0
80,35,47392,1239.0
50,22,33211,968.0
95,34,39001,1068.0
35,34,33718,845.0
37,22,35948,1020.0
24,21,33622,936.0
66,11,56737,1812.0
66,21,34046,1017.0
58,21,58880,1666.0
44,52,37019,690.0
74,11,43694,1434.0
64,81,33181,327.0
77,23,34318,1043.0
21,21,34752,961.0
48,82,29286,275.0
55,23,46829,1340.0
97,41,25683,675.0
87,54,32078,679.0
61,51,28551,577.0
71,62,32850,556.0
21,41,32143,677.0
48,82,37482,329.0
53,54,32671,632.0
66,91,32597,218.0
40,12,32958,1055.0
46,12,39749,1269.0
63,21,39897,1168.0
79,21,47214,1390.0
98,92,28722,259.0
41,35,43144,1075.0
98,54,25543,589.0
49,54,26109,516.0
38,11,83916,2580.0
91,92,23393,229.0
92,34,41837,1129.0
27,82,26619,222.0
69,61,26570,469.0
79,24,30339,940.0
24,12,43501,1345.0
31,21,52129,1441.0
83,52,46243,909.0
28,54,32907,595.0
63,12,35090,1157.0
46,51,28492,551.0
19,35,45423,1091.0
30,61,22089,344.0
51,34,25233,673.0
62,92,21345,174.0
75,11,54388,1756.0
27,23,31973,897.0
29,21,53760,1481.0
78,32,28731,800.0
61,34,44571,1141.0
40,32,26203,678.0
97,12,37206,1277.0
74,35,31277,853.0
71,41,29134,701.0
50,61,27522,450.0
77,51,32708,673.0
70,52,41241,804.0
41,71,27538,343.0
39,35,50393,1240.0
81,32,30474,846.0
29,71,21493,263.0
59,12,33849,1113.0
63,81,24223,266.0
35,82,31469,268.0
28,52,27715,508.0
74,92,25110,207.0
19,24,44003,1205.0
30,35,47733,1163.0
31,22,31329,887.0
28,62,22528,347.0
90,34,35650,981.0
66,92,22012,183.0
95,24,31322,993.0
48,32,31406,812.0
44,22,45207,1278.0
51,12,30041,986.0
96,33,35085,978.0
69,54,33363,671.0
43,12,33227,1068.0
58,21,41715,1209.0
73,12,44743,1463.0
33,21,37346,1050.0
71,33,21671,623.0
80,11,40887,1359.0
45,71,23181,306.0
98,35,37022,1027.0
87,12,49513,1630.0
62,24,51864,1486.0
98,53,32651,707.0
72,23,31084,948.0
84,12,42917,1427.0
67,11,53853,1727.0
38,92,21562,135.0
97,35,31504,896.0
43,35,35982,911.0
83,52,44574,881.0
28,35,31416,779.0
68,51,27861,577.0
68,24,59312,1694.0
98,81,32251,378.0
84,62,25389,478.0
53,21,60450,1700.0
71,62,26622,473.0
27,22,34339,960.0
27,61,28883,430.0
24,12,32577,1017.0
18,61,21251,313.0
23,41,31089,660.0
38,11,71688,2213.0
65,31,38638,1009.0
37,11,62792,1945.0
85,35,28121,797.0
55,82,40021,358.0
30,53,34930,632.0
31,91,29178,148.0
84,34,24926,721.0
23,21,46450,1277.0
78,21,40362,1206.0
71,82,42194,399.0
88,11,44337,1476.0
70,11,85194,2672.0
41,12,48816,1532.0
21,12,36505,1130.0
94,53,37298,778.0
18,22,31835,878.0
68,23,31386,950.0
74,24,57535,1657.0
99,82,34720,396.0
37,61,19070,315.0
23,11,49795,1532.0
88,24,34538,1067.0
53,54,30913,603.0
30,22,44934,1248.0
62,11,50145,1607.0
32,31,34409,856.0
61,54,26193,538.0
37,61,23215,371.0
85,32,30936,863.0
28,35,47423,1153.0
90,52,34194,719.0
94,11,49389,1638.0
28,32,29927,744.0
60,71,23176,331.0
93,21,41008,1248.0
87,81,36199,386.0
82,23,42648,1273.0
68,35,31937,858.0
18,35,38270,922.0
64,41,25647,619.0
46,35,39138,989.0
48,92,28347,174.0
39,35,34810,877.0
70,23,39423,1167.0
92,31,38468,1050.0
33,51,28760,534.0
38,31,31749,804.0
20,21,53291,1454.0
76,71,24544,372.0
94,54,24776,569.0
19,22,31502,871.0
97,42,23383,629.0
82,52,34261,707.0
67,31,32515,870.0
77,34,28891,802.0
86,31,36698,999.0
58,34,28940,771.0
68,42,21298,539.0
98,81,26506,340.0
84,52,27486,598.0
83,42,25277,643.0
24,52,31630,567.0
21,81,35019,268.0
96,34,39421,1079.0
36,62,27361,424.0
83,52,40246,809.0
62,42,24441,592.0
63,21,45734,1324.0
59,11,66334,2088.0
90,53,32787,696.0
20,52,46731,812.0
71,22,45574,1333.0
40,11,84480,2601.0
22,92,22108,110.0
87,34,34401,947.0
72,53,27480,578.0
57,52,35310,683.0
59,81,27498,281.0
87,32,28611,812.0
42,32,33363,848.0
83,61,28971,524.0
38,23,33778,964.0
68,21,35216,1052.0
31,82,27258,233.0
97,35,31328,892.0
25,21,60387,1651.0
57,81,34432,324.0
35,12,36103,1141.0
23,11,38356,1189.0
68,82,27771,298.0
72,24,50588,1469.0
80,71,28440,417.0
26,22,43735,1209.0
41,11,40630,1287.0
53,33,18422,518.0
62,35,38545,1002.0
41,53,28659,545.0
51,92,21720,157.0
49,24,54703,1540.0
22,34,31417,769.0
43,54,32324,610.0
38,92,23635,142.0
68,24,61766,1760.0
89,22,31620,991.0
81,34,34347,936.0
89,52,43841,879.0
93,81,28024,341.0
99,41,34350,852.0
20,21,41004,1126.0
43,34,41372,1037.0
98,22,39167,1207.0
69,24,54566,1570.0
61,22,50773,1455.0
75,92,19925,191.0
56,12,45002,1443.0
78,21,41981,1249.0
87,71,19925,344.0
71,61,20469,391.0
84,54,27478,597.0
90,52,45739,912.0
77,35,49320,1279.0
47,54,25129,497.0
76,34,39334,1044.0
41,23,39209,1113.0
77,34,26046,736.0
54,54,27985,556.0
85,91,25031,225.0
29,92,30252,149.0
41,53,33457,625.0
92,12,46648,1552.0
93,31,34150,951.0
35,32,31893,802.0
46,11,67485,2101.0
92,24,58418,1711.0
80,12,33973,1152.0
21,52,44889,783.0
60,82,30631,304.0
89,34,30987,871.0
95,32,32364,913.0
24,22,34241,953.0
60,21,46585,1342.0
47,21,35135,1015.0
57,52,46335,867.0
87,22,40476,1224.0
48,32,29796,775.0
65,34,35088,927.0
32,24,41700,1165.0
32,52,40967,736.0
55,53,24513,500.0
67,32,26586,732.0
98,33,40788,1115.0
19,11,77012,2342.0
18,23,45734,1249.0
81,35,35205,956.0
48,53,31456,604.0
69,51,27479,572.0
50,54,27558,542.0
32,53,36984,669.0
95,35,50625,1339.0
29,61,23777,365.0
57,21,41180,1193.0
62,34,40183,1040.0
29,52,34460,622.0
83,32,27962,790.0
35,12,35709,1129.0
98,35,51137,1356.0
19,23,43634,1195.0
86,32,28590,810.0
25,62,31956,467.0
84,24,32636,1010.0
73,12,46723,1523.0
44,53,29686,568.0
60,81,24888,265.0
50,52,37850,714.0
93,35,38148,1045.0
89,21,33539,1042.0
81,92,25246,219.0
80,11,56459,1827.0
93,23,48729,1454.0
87,21,40277,1219.0
46,12,41532,1322.0
35,81,29533,255.0
43,53,36009,671.0
86,12,27834,978.0
63,34,40774,1056.0
26,24,45054,1244.0
64,71,20083,307.0
61,81,27366,284.0
83,12,41373,1379.0
46,92,29625,175.0
46,22,52287,1470.0
93,22,31715,1000.0
27,32,32209,796.0
54,21,47476,1356.0
48,11,60250,1887.0
53,82,28208,276.0
80,41,28368,700.0
54,22,51966,1475.0
56,35,27775,741.0
29,41,27850,605.0
60,54,21470,457.0
94,52,40956,839.0
30,81,35766,288.0
56,81,25442,262.0
89,12,28837,1013.0
38,34,35119,882.0
30,24,46208,1282.0
63,11,41087,1337.0
96,54,29905,658.0
68,21,45309,1321.0
70,24,52027,1504.0
81,35,30372,843.0
47,21,50635,1428.0
85,33,24469,712.0
51,21,32249,944.0
54,92,21569,161.0
88,23,40668,1231.0
29,24,51507,1421.0
82,35,36115,979.0
38,54,33565,622.0
26,91,30876,146.0
29,21,55905,1539.0
64,32,24173,670.0
39,54,24143,467.0
18,41,27648,582.0
31,53,38764,697.0
57,34,36318,942.0
46,32,32009,823.0
81,71,25509,390.0
48,21,46139,1310.0
20,21,59040,1607.0
31,42,26115,573.0
76,32,25635,724.0
88,34,44167,1177.0
66,53,38955,759.0
80,82,29503,330.0
41,34,43850,1091.0
66,35,48243,1235.0
42,81,35973,309.0
89,22,35903,1105.0
82,21,38782,1170.0
45,53,38656,719.0
41,52,43748,797.0
58,12,29797,990.0
57,34,33774,883.0
87,92,28759,240.0
36,21,63791,1761.0
24,54,23393,429.0
21,54,23990,434.0
46,24,34928,1008.0
18,92,30710,132.0
66,92,30982,213.0
25,35,36654,896.0
87,11,79577,2532.0
44,52,37017,690.0
43,92,23221,149.0
28,53,37443,670.0
67,82,40129,379.0
75,22,45753,1345.0
20,24,61540,1674.0
41,21,57301,1596.0
71,21,45080,1320.0
45,42,31520,705.0
82,52,41673,831.0
89,12,30694,1069.0
26,92,27856,136.0
37,31,32110,810.0
37,32,23524,610.0
97,24,47479,1427.0
29,31,41575,1018.0
90,92,26901,239.0
84,22,38091,1155.0
52,54,32755,632.0
51,41,25666,598.0
77,32,26045,736.0
67,72,29021,401.0
97,22,41566,1270.0
78,22,39083,1172.0
35,71,29464,352.0
94,81,30602,360.0
40,92,30285,167.0
89,22,36520,1122.0
92,22,32903,1030.0
81,53,37808,765.0
19,24,61941,1683.0
86,11,86841,2748.0
18,35,38472,927.0
26,22,40997,1136.0
24,92,27074,130.0
54,22,32552,958.0
89,71,30034,448.0
48,33,40619,1027.0
97,34,39831,1091.0
43,21,35029,1005.0
91,61,26560,505.0
52,21,49952,1418.0
34,24,51400,1427.0
41,21,59534,1655.0
72,32,24166,683.0
65,34,31928,853.0
43,21,62504,1738.0
42,41,34549,760.0
62,81,36213,344.0
97,35,44767,1206.0
38,61,27884,435.0
43,35,35765,906.0
51,52,30095,586.0
32,62,22494,353.0
84,54,24528,548.0
68,22,43785,1280.0
87,92,30352,246.0
37,12,38131,1205.0
29,35,36755,905.0
84,54,25848,570.0
71,22,50441,1463.0
44,52,28798,553.0
63,24,49951,1437.0
23,31,27673,684.0
86,11,74859,2389.0
21,11,67716,2066.0
84,54,24937,555.0
47,12,29701,969.0
62,34,32551,862.0
87,12,35094,1197.0
46,35,27525,718.0
87,51,30767,657.0
67,54,32552,654.0
19,92,28465,126.0
51,21,46848,1334.0
19,21,58318,1586.0
52,22,51430,1458.0
60,35,35070,918.0
81,61,29001,521.0
88,35,36365,995.0
37,91,29871,161.0
52,21,55377,1563.0
42,71,28991,359.0
49,11,35202,1137.0
25,22,46620,1284.0
85,22,37071,1130.0
94,24,32893,1033.0
28,11,48493,1501.0
30,52,43411,773.0
67,81,32785,330.0
38,41,32548,714.0
30,22,51394,1420.0
76,24,33534,1020.0
71,11,34694,1159.0
39,52,33620,625.0
34,24,43266,1210.0
50,62,24388,408.0
70,81,26813,295.0
34,35,49661,1215.0
98,62,31680,585.0
82,32,21994,649.0
81,11,47857,1570.0
53,92,21540,160.0
20,23,35809,988.0
50,24,36345,1052.0
92,23,48393,1443.0
56,32,30659,808.0
40,22,39637,1123.0
18,41,30467,639.0
60,12,34377,1131.0
33,34,41570,1024.0
91,81,35416,387.0
99,61,24329,489.0
51,34,43356,1096.0
71,35,51243,1314.0
29,12,34965,1097.0
83,91,24746,220.0
63,54,31843,635.0
98,22,46095,1392.0
65,12,31591,1056.0
70,22,52185,1508.0
45,52,41591,768.0
42,21,40340,1145.0
47,51,28459,552.0
51,31,33373,863.0
58,32,21688,602.0
35,24,55599,1540.0
77,11,48165,1573.0
57,92,20005,161.0
74,12,33647,1132.0
30,53,36594,659.0
22,24,36522,1010.0
47,32,22243,597.0
93,34,44867,1201.0
77,81,24006,288.0
67,53,34950,694.0
51,21,62279,1745.0
73,22,34792,1049.0
49,23,35218,1020.0
94,31,27984,809.0
74,31,38271,1016.0
19,23,53724,1464.0
58,92,26427,184.0
80,22,31193,965.0
49,34,36223,926.0
71,34,38524,1017.0
46,92,28000,170.0
89,12,47316,1567.0
44,54,25558,499.0
73,62,29732,518.0
73,11,69579,2209.0
53,11,54399,1720.0
33,54,26929,503.0
54,72,32221,412.0
64,91,23406,184.0
60,53,26627,543.0
59,22,42536,1232.0
64,24,58252,1660.0
53,21,53117,1504.0
86,92,25516,228.0
74,22,38591,1152.0
70,24,31583,958.0
59,12,39985,1297.0
58,21,61666,1741.0
28,23,48006,1326.0
67,82,26640,289.0
71,33,8816,324.0
76,92,29117,223.0
48,35,27041,710.0
91,71,29993,451.0
72,35,52290,1340.0
22,35,32932,805.0
69,12,43147,1409.0
69,32,28320,775.0
94,31,39970,1089.0
51,22,47125,1341.0
63,53,26171,541.0
32,24,58566,1615.0
86,23,49549,1464.0
48,35,46741,1170.0
52,33,24174,650.0
